Equipment No,Move Date,Time,LCN/Depot,prev_status,F.E,Move Date,Time,LCN/Depot,next_status,F.E
CXRU1045448,20181108,0,BDCGP/CPA,OH,E,20181114,0,BDCGP/CPA,TE,E
CXRU1045448,20181114,0,BDCGP/CPA,TE,E,20181114,1300,BDCGP/CPA,VE,E
CXRU1045448,20181114,1300,BDCGP/CPA,VE,E,20181120,254,SGSIN/PSA,TE,E
CXRU1045448,20181120,254,SGSIN/PSA,TE,E,20181126,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
CXRU1046589,20181108,0,BDCGP/CPA,OH,E,20181114,0,BDCGP/CPA,TE,E
CXRU1046589,20181114,0,BDCGP/CPA,TE,E,20181114,1300,BDCGP/CPA,VE,E
CXRU1046589,20181114,1300,BDCGP/CPA,VE,E,20181120,1031,SGSIN/PSA,TE,E
CXRU1046589,20181120,1031,SGSIN/PSA,TE,E,20181126,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
CXRU1216509,20181114,0,BDCGP/CPA,OH,E,20181121,0,BDCGP/CPA,TE,E
CXRU1216509,20181121,0,BDCGP/CPA,TE,E,20181121,815,BDCGP/CPA,VE,E
CXRU1216509,20181121,815,BDCGP/CPA,VE,E,20181126,1446,SGSIN/PSA,TE,E
CXRU1216509,20181126,1446,SGSIN/PSA,TE,E,20181130,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
CXRU1220052,20181108,0,BDCGP/CPA,OH,E,20181114,0,BDCGP/CPA,TE,E
CXRU1220052,20181114,0,BDCGP/CPA,TE,E,20181114,1300,BDCGP/CPA,VE,E
CXRU1220052,20181114,1300,BDCGP/CPA,VE,E,20181120,1001,SGSIN/PSA,TE,E
CXRU1220052,20181120,1001,SGSIN/PSA,TE,E,20181126,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
CXRU1230180,20181129,0,BDCGP/CPA,OH,E,20181205,0,BDCGP/CPA,TE,E
CXRU1230180,20181205,0,BDCGP/CPA,TE,E,20181205,810,BDCGP/CPA,VE,E
CXRU1230180,20181205,810,BDCGP/CPA,VE,E,20181212,2119,SGSIN/PSA,TE,E
CXRU1230180,20181212,2119,SGSIN/PSA,TE,E,20181220,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
CXRU1230430,20181114,0,BDCGP/CPA,OH,E,20181121,0,BDCGP/CPA,TE,E
CXRU1230430,20181121,0,BDCGP/CPA,TE,E,20181121,815,BDCGP/CPA,VE,E
CXRU1230430,20181121,815,BDCGP/CPA,VE,E,20181126,1417,SGSIN/PSA,TE,E
CXRU1230430,20181126,1417,SGSIN/PSA,TE,E,20181130,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
CXRU1339099,20180827,0,BDCGP/CPA,OH,E,20180909,0,BDCGP/CPA,TE,E
CXRU1339099,20180909,0,BDCGP/CPA,TE,E,20180909,850,BDCGP/CPA,VE,E
CXRU1339099,20180909,850,BDCGP/CPA,VE,E,20180914,47,SGSIN/PSA,TE,E
CXRU1339099,20180914,47,SGSIN/PSA,TE,E,20180918,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
