Equipment No,Move Date,Time,LCN/Depot,prev_status,F.E,Move Date,Time,LCN/Depot,next_status,F.E
CICU5001259,20180606,2400,CNYTN/UNK,FH,E,20180606,1033,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5001325,20180423,0,CNYTN/UNK,OH,E,20180423,1,CNYTN/YTN,SF,F
CICU5001325,20180423,1,CNYTN/YTN,SF,F,20180424,2348,CNYTN/YTN,LF,F
CICU5001325,20180424,2348,CNYTN/YTN,LF,F,20180429,943,CNYTN/YTN,VF,F
CICU5001325,20180429,943,CNYTN/YTN,VF,F,20180515,239,USLAX/APM,DF,F
CICU5001325,20180515,239,USLAX/APM,DF,F,20180515,2249,USLAX/APM,CF,F
CICU5001325,20180515,2249,USLAX/APM,CF,F,20180517,800,USLAX/APM,TE,E
CICU5001325,20180517,800,USLAX/APM,TE,E,20180523,1952,USLAX/APM,VE,E
CICU5001325,20180523,1952,USLAX/APM,VE,E,20180624,1652,CNYTN/YTN,TE,E
CICU5001325,20180624,1652,CNYTN/YTN,TE,E,20180626,2235,CNYTN/OFD,OE,E
CICU5001325,20180626,2235,CNYTN/OFD,OE,E,20180627,2400,CNYTN/OFD,FH,E
,,,,,,,,,,
CICU5001388,20180408,0,CNYTN/UNK,OH,E,20180408,1,CNYTN/YTN,SF,F
CICU5001388,20180408,1,CNYTN/YTN,SF,F,20180410,32,CNYTN/YTN,LF,F
CICU5001388,20180410,32,CNYTN/YTN,LF,F,20180415,1512,CNYTN/YTN,VF,F
CICU5001388,20180415,1512,CNYTN/YTN,VF,F,20180501,1957,USLAX/APM,DF,F
CICU5001388,20180501,1957,USLAX/APM,DF,F,20180502,1738,USLAX/APM,CF,F
CICU5001388,20180502,1738,USLAX/APM,CF,F,20180509,118,USLAX/APM,TE,E
CICU5001388,20180509,118,USLAX/APM,TE,E,20180523,1952,USLAX/APM,VE,E
CICU5001388,20180523,1952,USLAX/APM,VE,E,20180624,1701,CNYTN/YTN,TE,E
CICU5001388,20180624,1701,CNYTN/YTN,TE,E,20180626,2400,CNYTN/OFD,FH,E
CICU5001388,20180626,2400,CNYTN/OFD,FH,E,20180626,1504,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5001460,20180416,0,CNYTN/UNK,OH,E,20180416,1,CNYTN/YTN,SF,F
CICU5001460,20180416,1,CNYTN/YTN,SF,F,20180420,725,CNYTN/YTN,LF,F
CICU5001460,20180420,725,CNYTN/YTN,LF,F,20180422,2208,CNYTN/YTN,VF,F
CICU5001460,20180422,2208,CNYTN/YTN,VF,F,20180508,1355,USLAX/APM,DF,F
CICU5001460,20180508,1355,USLAX/APM,DF,F,20180509,2102,USLAX/APM,CF,F
CICU5001460,20180509,2102,USLAX/APM,CF,F,20180515,1121,USLAX/APM,TE,E
CICU5001460,20180515,1121,USLAX/APM,TE,E,20180523,1952,USLAX/APM,VE,E
CICU5001460,20180523,1952,USLAX/APM,VE,E,20180624,1645,CNYTN/YTN,TE,E
CICU5001460,20180624,1645,CNYTN/YTN,TE,E,20180629,2400,CNYTN/OFD,FH,E
CICU5001460,20180629,2400,CNYTN/OFD,FH,E,20180629,123,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5001536,20180423,0,CNYTN/UNK,OH,E,20180428,330,CNYTN/YTN,LF,F
CICU5001536,20180428,330,CNYTN/YTN,LF,F,20180429,747,CNYTN/YTN,VF,F
CICU5001536,20180429,747,CNYTN/YTN,VF,F,20180515,1959,USLAX/APM,DF,F
CICU5001536,20180515,1959,USLAX/APM,DF,F,20180516,2228,USLAX/APM,CF,F
CICU5001536,20180516,2228,USLAX/APM,CF,F,20180518,801,USLAX/APM,TE,E
CICU5001536,20180518,801,USLAX/APM,TE,E,20180523,1952,USLAX/APM,VE,E
